gid,seas,wk,day,v,h,stad,temp,humd,wspd,wdir,cond,surf,ou,sprv,ptsv,ptsh
3669,2013,15,SUN,NE,MIA,SunLife Stadium,84,70,14,SW,Partly Cloudy,Grass,45.5,-1,20,24
3670,2013,15,SUN,SF,TB,Raymond James Stadium,70,64,7,N,Cloudy,Grass,41,-5,33,14
3671,2013,15,SUN,SEA,NYG,MetLife Stadium,36,88,7,WNW,Partly Sunny,UBU Speed Series S5M,41.5,-7,23,0
3672,2013,15,SUN,NO,STL,Edward Jones Dome,,,,,Dome,AstroTurf,47,-6.5,16,27
3673,2013,15,SUN,PHI,MIN,Mall of America Field at HHH Metrodome,66,,,,Dome,UBU Speed Series S5M,51,-5.5,30,48
3674,2013,15,SUN,ARI,TEN,LP Field,37,64,4,NNE,Cloudy,Grass,41.5,-2.5,37,34
3675,2013,15,SUN,NYJ,CAR,Bank of America Stadium,54,47,11,WNW,Sunny,Grass,40.5,10.5,20,30
3676,2013,15,SUN,KC,OAK,O.Co Oakland Coliseum,64,39,6,NW,Sunny,Grass,41.5,-4.5,56,31
3677,2013,15,SUN,GB,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,48,7,37,36
3678,2013,15,SN,CIN,PIT,Heinz Field,26,66,20,W,Cloudy,Grass,41.5,-2,20,30
3679,2013,15,MN,BAL,DET,Ford Field,,,,,Dome,FieldTurf,48,6,18,16
3680,2013,16,SUN,MIN,CIN,Paul Brown Stadium,53,80,11,WSW,Mostly Cloudy,UBU Speed Series S5M,47.5,8,14,42
3681,2013,16,SUN,MIA,BUF,Ralph Wilson Stadium,41,79,8,NW,Cloudy,A Turf Titan,42.5,-2.5,0,19
3682,2013,16,SUN,IND,KC,Arrowhead Stadium,22,84,10,NW,Cloudy,Grass,45,6.5,23,7
3683,2013,16,SUN,CLE,NYJ,MetLife,70,65,12,WSW,Cloudy,FieldTurf,40.5,2,13,24
3684,2013,16,SUN,DEN,HOU,Reliant Stadium,,,,,Closed Roof,Grass,53,-10,37,13
3685,2013,16,SUN,TEN,JAC,EverBank Field,79,,13,SW,Clear,Grass,44,-5,20,16
3686,2013,16,SUN,DAL,WAS,FedEx Field,65,92,5,S,Rain,Grass,53.5,-2.5,24,23
3687,2013,16,SUN,NO,CAR,Bank of America Stadium,72,84,18,S,Rain,Grass,46.5,3,13,17
3688,2013,16,SUN,TB,STL,Edward Jones Dome,,,,,Dome,AstroTurf,43,4,13,23
3689,2013,16,SUN,NYG,DET,Ford Field,,,,,Dome,FieldTurf,49,9,23,20
3690,2013,16,SUN,ARI,SEA,CenturyLink Field,48,94,6,SSE,Cloudy,FieldTurf,43,10.5,17,10
3691,2013,16,SUN,PIT,GB,Lambeau Field,23,78,13,N,Snow,DD GrassMaster,45,2.5,38,31
3692,2013,16,SUN,OAK,SD,Qualcomm Stadium,67,45,7,WNW,Sunny,Grass,50.5,10,13,26
3693,2013,16,SUN,NE,BAL,M&T Bank Stadium,65,75,8,SSW,Cloudy,MomentumTurf,44.5,2,41,7
3694,2013,16,SN,CHI,PHI,Lincoln Financial Field,62,82,11,S,Cloudy,Grass,55.5,3,11,54
3695,2013,16,MN,ATL,SF,Candlestick Park,60,49,0,CALM,Clear,Grass,45,13,24,34
3696,2013,17,SUN,CAR,ATL,Georgia Dome,,,,,Dome,AstroTurf,45.5,-6,21,20
3697,2013,17,SUN,NYJ,MIA,Sun Life Stadium,79,84,12,SSE,Cloudy,Grass,41.5,5.5,20,7
3698,2013,17,SUN,BAL,CIN,Paul Brown Stadium,43,93,3,S,Cloudy,UBU Speed Series S5M,44,6.5,17,34
3699,2013,17,SUN,CLE,PIT,Heinz Field,40,93,5,NW,Light Rain,Grass,44,7,7,20
3700,2013,17,SUN,JAC,IND,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,45.5,10.5,10,30
3701,2013,17,SUN,HOU,TEN,LP Field,53,61,4,W,Sunny,Grass,43.5,7,10,16
3702,2013,17,SUN,DET,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,UBU Speed Series S5M,51.5,3,13,14
3703,2013,17,SUN,WAS,NYG,MetLife Stadium,40,100,2,E,Rain,UBU Speed Series S5M,46,3.5,6,20
3704,2013,17,SUN,GB,CHI,Soldier Field,26,88,16,NW,Snow,Grass,53,-3,33,28
3705,2013,17,SUN,BUF,NE,Gillette Stadium,,,,,Rain,FieldTurf,47,8,20,34
3706,2013,17,SUN,TB,NO,Mercedes-Benz Superdome,56,,,,Dome,UBU Speed Series S5M,47.5,12,17,42
3707,2013,17,SUN,STL,SEA,CenturyLink Field,40,93,5,SSE,Cloudy,FieldTurf,43,11.5,9,27
3708,2013,17,SUN,DEN,OAK,O.co Coliseum Oakland,70,16,8,NE,Sunny,Grass,53.5,-10.5,34,14
3709,2013,17,SUN,KC,SD,Qualcomm Stadium,73,14,1,N,Sunny,Grass,44.5,10,24,27
3710,2013,17,SUN,SF,ARI,University of Phoenix Stadium,,,,,,Grass,42,-1,23,20
3711,2013,17,SN,PHI,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,52.5,-6.5,24,22
3712,2013,18,SAT,KC,IND,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,46,1,44,45
3713,2013,18,SAT,NO,PHI,Lincoln Financial Field,25,55,5,SSW,Clear,Grass,53.5,2.5,26,24
3714,2013,18,SUN,SD,CIN,Paul Brown Stadium,42,84,5,S,Cloudy,UBU Speed Series S5M,46,7,27,10
3715,2013,18,SUN,SF,GB,Lambeau Field,5,60,10,NW,Mostly Cloudy,DD GrassMaster,46.5,-2.5,23,20
3716,2013,19,SAT,NO,SEA,CenturyLink Field,48,75,20,S,Rain,FieldTurf,45,8,15,23
3717,2013,19,SAT,IND,NE,Gillette Stadium,57,100,24,S,Rain,FieldTurf,50.5,7,22,43
3718,2013,19,SUN,SF,CAR,Bank of America Stadium,54,42,8,W,Sunny,Grass,41,0,23,10
3719,2013,19,SUN,SD,DEN,Sports Authority Field at Mile High,41,20,17,NW,Partly Cloudy,Grass,54.5,9.5,17,24
3720,2013,20,SUN,NE,DEN,Sports Authority Field at Mile High,63,10,9,W,Sunny,Grass,56,5.5,16,26
3721,2013,20,SUN,SF,SEA,CenturyLink Field,43,88,1,NE,Cloudy,FieldTurf,38.5,3.5,17,23
3722,2013,21,SB,SEA,DEN,MetLife Stadium,49,63,4,WNW,Partly Cloudy,UBU Speed Series S5M,48.5,2,43,8
3723,2014,1,THU,GB,SEA,CenturyLink Field,71,52,11,NW,Sunny,FieldTurf,47,6,16,36
3724,2014,1,SUN,NO,ATL,Georgia Dome,,,,,Dome,AstroTurf,51.5,-3,34,37
3725,2014,1,SUN,BUF,CHI,Soldier Field,74,45,3,NE,Sunny,Grass,47,7,23,20
3726,2014,1,SUN,TEN,KC,Arrowhead Stadium,69,57,7,E,Sunny,Grass,43.5,3.5,26,10
3727,2014,1,SUN,MIN,STL,Edward Jones Dome,,,,,Dome,AstroTurf,43.5,3.5,34,6
3728,2014,1,SUN,NE,MIA,Sun Life Stadium,89,61,15,SE,Partly Cloudy,Grass,47,-5,20,33
3729,2014,1,SUN,OAK,NYJ,MetLife Stadium,76,47,12,NNE,,FieldTurf,40,5.5,14,19
3730,2014,1,SUN,JAC,PHI,Lincoln Financial Field,75,51,9,N,Sunny,Grass,52.5,10.5,17,34
3731,2014,1,SUN,CLE,PIT,Heinz Field,71,55,6,NE,Partly Cloudy,Grass,41.5,6.5,27,30
3732,2014,1,SUN,CIN,BAL,M&T Bank Stadium,74,45,8,N,Partly Cloudy,MomentumTurf,43,1.5,23,16
3733,2014,1,SUN,WAS,HOU,NRG Stadium,,,,,Closed Roof,Grass,45,3,6,17
3734,2014,1,SUN,SF,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,51.5,-4.5,28,17
3735,2014,1,SUN,CAR,TB,Raymond James Stadium,88,29,6,SW,Cloudy,Grass,39.5,2,20,14
3736,2014,1,SN,IND,DEN,Sports Authority Field at Mile High,75,41,6,NW,Mostly Cloudy,Grass,55,7.5,24,31
3737,2014,1,MN,NYG,DET,Ford Field,,,,,Dome,FieldTurf,47,5.5,14,35
3738,2014,1,MN,SD,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,45,3,17,18
3739,2014,2,THU,PIT,BAL,M&T Bank Stadium,82,40,6,WNW,Partly Cloudy,MomentumTurf,44.5,2.5,6,26
3740,2014,2,SUN,MIA,BUF,Ralph Wilson Stadium,58,56,4,SE,Mostly Cloudy,A Turf Titan,42.5,1,10,29
3741,2014,2,SUN,ATL,CIN,Paul Brown Stadium,66,48,4,E,Sunny,UBU Speed Series S5M,49,5.5,10,24
3742,2014,2,SUN,NO,CLE,FirstEnergy Stadium,61,62,6,SE,Partly Cloudy,Grass,48,-6.5,24,26
3743,2014,2,SUN,DAL,TEN,LP Field,75,45,2,NW,Sunny,Grass,49,3.5,26,10
3744,2014,2,SUN,NE,MIN,TCF Bank Stadium,58,,5,SE,Partly Cloudy,FieldTurf,49,-3,30,7
3745,2014,2,SUN,ARI,NYG,MetLife Stadium,66,48,1,N,Sunny,UBU Speed Series S5M,42.5,-2,25,14
3746,2014,2,SUN,JAC,WAS,FedEx Field,65,50,6,N,Sunny,Grass,43,6,10,41
3747,2014,2,SUN,DET,CAR,Bank of America Stadium,70,63,9,NE,Cloudy,Grass,43.5,2.5,7,24
3748,2014,2,SUN,SEA,SD,Qualcomm Stadium,94,33,8,W,Sunny,Grass,44.5,-6,21,30
3749,2014,2,SUN,STL,TB,Raymond James Stadium,88,47,8,S,Cloudy,Grass,37,6,19,17
3750,2014,2,SUN,KC,DEN,Sports Authority Field at Mile High,85,16,7,SE,Partly Cloudy,Grass,50.5,11.5,17,24
3751,2014,2,SUN,NYJ,GB,Lambeau Field,63,52,15,S,Sunny,DD GrassMaster,46,7.5,24,31
3752,2014,2,SUN,HOU,OAK,O.co Coliseum,67,69,16,WNW,Sunny,Grass,39.5,-3,30,14
3753,2014,2,SN,CHI,SF,Levi's Stadium,78,48,10,W,Sunny,Grass,48,7,28,20
3754,2014,2,MN,PHI,IND,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,54,3,30,27
3755,2014,3,THU,TB,ATL,Georgia Dome,,,,,Dome,FieldTurf,47,6.5,14,56
3756,2014,3,SUN,SD,BUF,Ralph Wilson Stadium,72,73,24,WSW,Partly Cloudy,A Turf Titan,45.5,2.5,22,10
3757,2014,3,SUN,TEN,CIN,Paul Brown Stadium,74,66,20,NW,Mostly Cloudy,UBU Speed Series S5M,42.5,7,7,33
3758,2014,3,SUN,BAL,CLE,FirstEnergy Stadium,71,70,23,W,Partly Sunny,Grass,41,-1.5,23,21
3759,2014,3,SUN,GB,DET,Ford Field,,,,,Dome,FieldTurf,52,2.5,7,19
3760,2014,3,SUN,DAL,STL,Edward Jones Dome,,,,,Dome,AstroTurf,44,-1,34,31
3761,2014,3,SUN,OAK,NE,Gillette Stadium,78,67,11,SSE,Cloudy,FieldTurf,47,14,9,16
3762,2014,3,SUN,MIN,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49,10,9,20
3763,2014,3,SUN,HOU,NYG,MetLife Stadium,70,94,4,NNW,Cloudy,UBU Speed Series S5M,41.5,-2,17,30
3764,2014,3,SUN,WAS,PHI,Lincoln Financial Field,79,62,4,N,Mostly Cloudy,Grass,50,6.5,34,37
3765,2014,3,SUN,IND,JAC,EverBank Field,,,,,Clear,Grass,45,-7,44,17
3766,2014,3,SUN,SF,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,42,-3,14,23
3767,2014,3,SUN,KC,MIA,Sun Life Stadium,88,56,4,ESE,Cloudy,Grass,42.5,3.5,34,15
3768,2014,3,SUN,DEN,SEA,CenturyLink Field,70,67,7,SSE,Sunny,FieldTurf,48.5,5,20,26
3769,2014,3,SN,PIT,CAR,Bank of America Stadium,79,52,7,WSW,Clear,Grass,42,3,37,19
3770,2014,3,MN,CHI,NYJ,MetLife Stadium,60,47,10,NW,Clear,FieldTurf,45.5,3,27,19
3771,2014,4,THU,NYG,WAS,FedEx Field,64,88,4,N,Cloudy,Grass,46,3.5,45,14
3772,2014,4,SUN,GB,CHI,Soldier Field,70,67,3,NE,Partly Cloudy,Grass,50.5,-2,38,17
3773,2014,4,SUN,TEN,IND,Lucas Oil Stadium,78,42,4,NE,Partly Sunny,AstroTurf,45.5,7.5,17,41
3774,2014,4,SUN,MIA,OAK,Wembley Stadium,74,56,6,SSE,Cloudy,Grass,40.5,-3.5,38,14
3775,2014,4,SUN,DET,NYJ,MetLife,80,46,,,Partly Cloudy,FieldTurf,44.5,-2,24,17
3776,2014,4,SUN,TB,PIT,Heinz Field,74,54,3,SSW,Partly Cloudy,Grass,45,7.5,27,24
3777,2014,4,SUN,CAR,BAL,M&T Bank Stadium,78,0,4,S,Sunny,MomentumTurf,40.5,3.5,10,38
3778,2014,4,SUN,BUF,HOU,NRG Stadium,,,,,Closed Roof,Grass,42.5,3,17,23
3779,2014,4,SUN,JAC,SD,Qualcomm Stadium,73,54,8,SSW,Sunny,Grass,45,13,14,33
3780,2014,4,SUN,ATL,MIN,TCF Bank Stadium,82,,,,Partly Cloudy,FieldTurf,47,-3,28,41
3781,2014,4,SUN,PHI,SF,Levi's Stadium,72,51,4,W,Sunny,Grass,50.5,5,21,26
3782,2014,4,SN,NO,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,53.5,-3,17,38
3783,2014,4,MN,NE,KC,Arrowhead Stadium,82,42,3,NE,Clear,Grass,46,-3,14,41
3784,2014,5,THU,MIN,GB,Lambeau Field,62,98,6,E,Rain,DD GrassMaster,47.5,7.5,10,42
3785,2014,5,SUN,HOU,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,47,6.5,17,20
3786,2014,5,SUN,BUF,DET,Ford Field,,,,,Dome,FieldTurf,43.5,6.5,17,14
3787,2014,5,SUN,CLE,TEN,LP Field,67,31,13,WSW,Partly Sunny,Grass,44,1.5,29,28
3788,2014,5,SUN,BAL,IND,Lucas Oil Stadium,53,50,14,S,Cloudy,AstroTurf,49,3.5,13,20
3789,2014,5,SUN,TB,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,48,10,31,37
3790,2014,5,SUN,ATL,NYG,MetLife Stadium,55,45,9,WNW,Sunny,UBU Speed Series S5M,50,4,20,30
3791,2014,5,SUN,STL,PHI,Lincoln Financial Field,59,37,16,W,Mostly Sunny,Grass,47.5,6.5,28,34
3792,2014,5,SUN,CHI,CAR,Bank of America Stadium,60,36,7,SW,Sunny,Grass,45.5,2.5,24,31
3793,2014,5,SUN,PIT,JAC,Everbank Field,71,30,10,N,Clear,Grass,47.5,-6,17,9
3794,2014,5,SUN,ARI,DEN,Sports Authority Field at Mile High,71,20,10,NW,Sunny,Grass,47.5,7.5,20,41
3795,2014,5,SUN,NYJ,SD,Qualcomm Stadium,91,11,8,SSW,Sunny,Grass,43.5,6.5,0,31
3796,2014,5,SUN,KC,SF,Levi's Stadium,85,28,1,WNW,Sunny,Grass,44,5,17,22
3797,2014,5,SN,CIN,NE,Gillette Stadium,47,71,2,W,Clear,FieldTurf,46,-1,17,43
3798,2014,5,MN,SEA,WAS,FedEx Field,67,47,4,SE,Clear,Grass,45,-7,27,17
3799,2014,6,THU,IND,HOU,NRG Stadium,,,,,Closed Roof,Grass,47,-3,33,28
3800,2014,6,SUN,CHI,ATL,Georgia Dome,,,,,Dome,AstroTurf,54,3,27,13
3801,2014,6,SUN,NE,BUF,Ralph Wilson Stadium,55,45,6,SE,Sunny,A Turf Titan,45,-2.5,37,22
3802,2014,6,SUN,CAR,CIN,Paul Brown Stadium,60,61,5,ENE,Cloudy,UBU Speed Series S5M,43.5,6.5,37,37
3803,2014,6,SUN,PIT,CLE,FirstEnergy Stadium,58,48,13,SE,Sunny,Grass,47,1.5,10,31
3804,2014,6,SUN,JAC,TEN,LP Field,67,87,7,S,Cloudy,Grass,43,4,14,16
3805,2014,6,SUN,GB,MIA,Sun Life Stadium,86,63,13,E,Clear,Grass,49,-3,27,24
3806,2014,6,SUN,DET,MIN,TCF Bank Stadium,53,,,,Sunny,FieldTurf,43.5,2,17,3
3807,2014,6,SUN,DEN,NYJ,MetLife,61,37,5,NE,Clear,FieldTurf,48,-9,31,17
3808,2014,6,SUN,BAL,TB,Raymond James Stadium,84,62,6,NE,Cloudy,Grass,43.5,-3.5,48,17
3809,2014,6,SUN,SD,OAK,O.co Coliseum,77,35,5,NNW,Sunny,Grass,43.5,-7,31,28
3810,2014,6,SUN,WAS,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,45,3.5,20,30
3811,2014,6,SUN,DAL,SEA,CenturyLink Field,60,81,6,S,Partly Cloudy,FieldTurf,47,8,30,23
3812,2014,6,SN,NYG,PHI,Lincoln Financial Field,57,47,5,ESE,Partly Cloudy,Grass,50,2.5,0,27
3813,2014,6,MN,SF,STL,Edward Jones Dome,,,,,Dome,AstroTurf,43.5,-3.5,31,17
3814,2014,7,THU,NYJ,NE,Gillette Stadium,64,93,9,S,Chance Rain,FieldTurf,44,9.5,25,27
3815,2014,7,SUN,MIN,BUF,Ralph Wilson Stadium,41,58,9,WNW,Cloudy,A Turf Titan,42.5,6,16,17
3816,2014,7,SUN,MIA,CHI,Soldier Field,50,64,10,SW,Partly Cloudy,Grass,49,3,27,14
3817,2014,7,SUN,NO,DET,Ford Field,,,,,Dome,FieldTurf,48.5,3,23,24
3818,2014,7,SUN,CAR,GB,Lambeau Field,48,73,12,SW,Cloudy,DD GrassMaster,49,7,17,38
3819,2014,7,SUN,CIN,IND,Lucas Oil Stadium,49,63,6,W,Partly Sunny,AstroTurf,49.5,3,0,27
3820,2014,7,SUN,SEA,STL,Edward Jones Dome,,,,,Dome,AstroTurf,43.5,-7,26,28
3821,2014,7,SUN,TEN,WAS,FedEx Field,55,43,13,NW,Sunny,Grass,46,5.5,17,19
3822,2014,7,SUN,CLE,JAC,EverBank Field,76,54,8,N,Clear,Grass,45,-5.5,6,24
3823,2014,7,SUN,ATL,BAL,M&T Bank Stadium,54,0,14,NW,Sunny,MomentumTurf,49.5,7,7,29
3824,2014,7,SUN,KC,SD,Qualcomm Stadium,75,55,2,WNW,Sunny,Grass,45,4,23,20
3825,2014,7,SUN,NYG,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,48,6.5,21,31
3826,2014,7,SUN,ARI,OAK,O.co Coliseum,69,71,6,WNW,Sunny,Grass,44,-3.5,24,13
3827,2014,7,SN,SF,DEN,Sports Authority Field at Mile High,67,25,4,NE,Clear,Grass,49.5,6.5,17,42
3828,2014,7,MN,HOU,PIT,Heinz Field,57,57,6,S,Cloudy,Grass,44.5,3,23,30
3829,2014,8,THU,SD,DEN,Sports Authority Field at Mile High,68,24,3,E,Partly Cloudy,Grass,51.5,7.5,21,35
3830,2014,8,SUN,DET,ATL,Wembley Stadium,59,,13,SW,Cloudy,Grass,46.5,-3.5,22,21
3831,2014,8,SUN,BAL,CIN,Paul Brown Stadium,62,32,6,W,Sunny,UBU Speed Series S5M,45.5,-2,24,27
3832,2014,8,SUN,HOU,TEN,LP Field,73,45,2,E,Sunny,Grass,42,-3,30,16
3833,2014,8,SUN,STL,KC,Arrowhead Stadium,70,73,8,SSE,Sunny,Grass,44,7,7,34
3834,2014,8,SUN,CHI,NE,Gillette Stadium,54,53,20,W,Cloudy,FieldTurf,50.5,6,23,51
3835,2014,8,SUN,BUF,NYJ,MetLife,59,44,16,WNW,Mostly Cloudy,FieldTurf,40.5,3,43,23
3836,2014,8,SUN,MIN,TB,Raymond James Stadium,77,34,5,N,Sunny,Grass,42.5,2.5,19,13
3837,2014,8,SUN,SEA,CAR,Bank of America Stadium,77,38,9,W,Sunny,Grass,44.5,-5,13,9
3838,2014,8,SUN,MIA,JAC,EverBank Field,76,45,6,NNE,Clear,Grass,42.5,-6,27,13
3839,2014,8,SUN,PHI,ARI,University of Phoenix Stadium,76,,,,Closed Roof,Grass,48,2,20,24
3840,2014,8,SUN,OAK,CLE,FirstEnergy Stadium,55,53,20,W,Sunny,Grass,43.5,7,13,23
3841,2014,8,SUN,IND,PIT,Heinz Field,62,28,12,WNW,Sunny,Grass,49,-3.5,34,51
3842,2014,8,SN,GB,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,55.5,2.5,23,44
3843,2014,8,MN,WAS,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,49.5,10,20,17
3844,2014,9,THU,NO,CAR,Bank of America Stadium,58,42,3,NNE,Clear,Grass,49,-3,28,10
3845,2014,9,SUN,JAC,CIN,Paul Brown Stadium,,,,,Sunny,UBU Speed Series S5M,43.5,10.5,23,33
3846,2014,9,SUN,TB,CLE,FirstEnergy Stadium,42,67,8,N,Sunny,Grass,43.5,7,17,22
3847,2014,9,SUN,ARI,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,44.5,2.5,28,17
3848,2014,9,SUN,NYJ,KC,Arrowhead Stadium,57,30,20,S,Sunny,Grass,42,8.5,10,24
3849,2014,9,SUN,SD,MIA,Sun Life Stadium,70,29,16,NNW,Sunny,Grass,45,2,0,37
3850,2014,9,SUN,WAS,MIN,TCF Bank Stadium,50,,12,S,Sunny,FieldTurf,43.5,0,26,29
3851,2014,9,SUN,PHI,HOU,NRG Stadium,,,,,Closed Roof,Grass,48.5,-1.5,31,21
3852,2014,9,SUN,STL,SF,Levi's Stadium,61,55,8,NW,Sunny,Grass,43.5,10,13,10
3853,2014,9,SUN,DEN,NE,Gillette Stadium,35,63,23,NW,Cloudy,FieldTurf,54,-3,21,43
3854,2014,9,SUN,OAK,SEA,CenturyLink Field,54,80,9,S,Rain,FieldTurf,43,14,24,30
3855,2014,9,SN,BAL,PIT,Heinz Field,38,57,6,WNW,Clear,Grass,47.5,-1.5,23,43
3856,2014,9,MN,IND,NYG,MetLife Stadium,55,26,6,SSW,Clear,UBU Speed Series S5M,51,-3,40,24
3857,2014,10,THU,CLE,CIN,Paul Brown Stadium,42,86,17,W,Cloudy,UBU Speed Series S5M,45,6,24,3
3858,2014,10,SUN,KC,BUF,Ralph Wilson Stadium,42,72,10,SW,Cloudy,A Turf Titan,42,-1,17,13
3859,2014,10,SUN,MIA,DET,Ford Field,,,,,Dome,FieldTurf,43.5,2.5,16,20
3860,2014,10,SUN,SF,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49,5,27,24
3861,2014,10,SUN,PIT,NYJ,MetLife Stadium,58,36,8,W,Sunny,FieldTurf,47,-3.5,13,20
3862,2014,10,SUN,ATL,TB,Raymond James Stadium,64,73,5,N,Cloudy,Grass,46.5,-2.5,27,17
3863,2014,10,SUN,DAL,JAC,Wembley Stadium,50,71,3,S,Clear,Grass,45.5,-7,31,17
3864,2014,10,SUN,TEN,BAL,M&T Bank Stadium,57,37,7,W,Partly Cloudy,MomentumTurf,43.5,10,7,21
3865,2014,10,SUN,DEN,OAK,O.Co Coliseum ,68,65,6,WSW,Clear,Grass,50.5,-11,41,17
3866,2014,10,SUN,STL,ARI,University of Phoenix Stadium,,,,,Covered Roof,Grass,43,6.5,14,31
3867,2014,10,SUN,NYG,SEA,CenturyLink Field,50,88,0,CALM,Cloudy,FieldTurf,44.5,8.5,17,38
3868,2014,10,SN,CHI,GB,Lambeau Field,34,90,5,NW,Mostly Cloudy,DD GrassMaster,53,7,14,55
3869,2014,10,MN,CAR,PHI,Lincoln Financial Field,52,61,5,S,Clear,Grass,48,7,21,45
3870,2014,11,THU,BUF,MIA,Sun Life Stadium,74,76,4,NE,Clear,Grass,42,6,9,22
3871,2014,11,SUN,MIN,CHI,Soldier Field,31,76,12,SW,Flurries,Grass,46.5,3,13,21
3872,2014,11,SUN,HOU,CLE,FirstEnergy Stadium,34,57,9,SW,Cloudy,Grass,41,3.5,23,7
3873,2014,11,SUN,PHI,GB,Lambeau Field,28,72,13,SW,Cloudy,DD GrassMaster,54.5,5.5,20,53
3874,2014,11,SUN,SEA,KC,Arrowhead Stadium,21,65,8,NW,Cloudy,Grass,42,1.5,20,24
3875,2014,11,SUN,DEN,STL,Edward Jones Dome,,,,,Dome,AstroTurf,51,-9.5,7,22
3876,2014,11,SUN,CIN,NO,Mercedes-Benz Superdome,77,,,,Dome,UBU Speed Series S5M,50.5,7,27,10
3877,2014,11,SUN,SF,NYG,MetLife Stadium,42,53,0,SW,Cloudy,UBU Speed Series S5M,44.5,-4,16,10
3878,2014,11,SUN,TB,WAS,FedEx Field,45,39,6,SW,Cloudy,Grass,45.5,7.5,27,7
3879,2014,11,SUN,ATL,CAR,Bank of America Stadium,48,28,3,N,Cloudy,Grass,47,-1,19,17
3880,2014,11,SUN,OAK,SD,Qualcomm Stadium,72,40,13,W,Sunny,Grass,44.5,10,6,13
3881,2014,11,SUN,DET,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,41,1,6,14
3882,2014,11,SN,NE,IND,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,57.5,3,42,20
3883,2014,11,MN,PIT,TEN,LP Field,25,64,9,WSW,Cloudy,Grass,46.5,-6,27,24
3884,2014,12,THU,KC,OAK,O.co Coliseum,57,88,6,SSE,Cloudy,Grass,42.5,-7,20,24
3885,2014,12,SUN,CLE,ATL,Georgia Dome,,,,,Dome,AstroTurf,47.5,3,26,24
3886,2014,12,SUN,TB,CHI,Soldier Field,54,75,12,S,Cloudy,Grass,46,5.5,13,21
3887,2014,12,SUN,JAC,IND,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,50.5,14,3,23
3888,2014,12,SUN,GB,MIN,TCF Bank Stadium,49,,,,Cloudy,FieldTurf,48.5,-8,24,21
3889,2014,12,SUN,DET,NE,Gillette Stadium,58,40,7,WSW,Mostly Sunny,FieldTurf,48,7,9,34
3890,2014,12,SUN,TEN,PHI,Lincoln Financial Field,54,33,7,S,Sunny,Grass,48.5,11,24,43
3891,2014,12,SUN,CIN,HOU,NRG Stadium,,,,,Closed Roof,Grass,43.5,1.5,22,13
3892,2014,12,SUN,STL,SD,Qualcomm Stadium,72,40,5,WNW,Sunny,Grass,43.5,5,24,27
3893,2014,12,SUN,ARI,SEA,CenturyLink Field,51,79,10,SSW,Sunny,FieldTurf,41,7,3,19
3894,2014,12,SUN,MIA,DEN,Sports Authority Field at Mile High,39,36,6,N,Mostly Cloudy,Grass,47.5,7,36,39
3895,2014,12,SUN,WAS,SF,Levi's Stadium,62,44,9,WNW,Cloudy,Grass,44,9,13,17
3896,2014,12,SN,DAL,NYG,MetLife Stadium,51,58,2,S,Cloudy,UBU Speed Series S5M,47.5,-3.5,31,28
3897,2014,12,MN,NYJ,BUF,Ford Field,,,,,Dome,FieldTurf,41.5,2.5,3,38
3898,2014,12,MN,BAL,NO,Mercedes-Benz Superdome,63,,,,Dome,UBU Speed Series S5M,50,3,34,27
3899,2014,13,THU,CHI,DET,Ford Field,,,,,Dome,FieldTurf,47.5,7,17,34
3900,2014,13,THU,PHI,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,55.5,3,33,10
3901,2014,13,THU,SEA,SF,Levi's Stadium,68,45,0,CALM,Clear,Grass,40,1.5,19,3
3902,2014,13,SUN,CLE,BUF,Ralph Wilson Stadium,57,61,17,SW,Cloudy,A Turf Titan,41,2.5,10,26
3903,2014,13,SUN,WAS,IND,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,51,9.5,27,49
3904,2014,13,SUN,OAK,STL,Edward Jones Dome,,,,,Dome,AstroTurf,42,7,0,52
3905,2014,13,SUN,CAR,MIN,TCF Bank Stadium,12,,17,NW,Sunny,FieldTurf,43,2.5,13,31
